-fno-aggressive-loop-optimizations,2.09870000000000000000
-fno-align-functions,2.09850000000000000000
-fno-align-jumps,2.09900000000000000000
-fno-align-labels,2.09860000000000000000
-fno-align-loops,2.10190000000000000000
-fno-asynchronous-unwind-tables,2.09870000000000000000
-fno-branch-count-reg,2.09880000000000000000
-fno-caller-saves,2.09860000000000000000
-fno-combine-stack-adjustments,2.09860000000000000000
-fno-common,2.10390000000000000000
-fno-compare-elim,2.09860000000000000000
-fno-cprop-registers,2.11520000000000000000
-fno-crossjumping,2.09870000000000000000
-fno-cse-follow-jumps,2.09860000000000000000
-fno-dce,2.09870000000000000000
-fno-defer-pop,2.09870000000000000000
-fno-delete-null-pointer-checks,2.09900000000000000000
-fno-devirtualize,2.09870000000000000000
-fno-dse,2.09930000000000000000
-fno-early-inlining,2.10080000000000000000
-fno-expensive-optimizations,2.09850000000000000000
-fno-forward-propagate,2.09850000000000000000
-fno-gcse,2.16480000000000000000
-fno-gcse-after-reload,2.09860000000000000000
-fno-gcse-lm,2.09880000000000000000
-fno-guess-branch-probability,2.24710000000000000000
-fno-hoist-adjacent-loads,2.09850000000000000000
-fno-if-conversion,2.10190000000000000000
-fno-if-conversion2,2.11510000000000000000
-fno-inline,3.65080000000000000000
-fno-inline-atomics,2.09870000000000000000
-fno-inline-functions,2.26240000000000000000
-fno-inline-functions-called-once,2.11490000000000000000
-fno-inline-small-functions,2.49750000000000000000
-fno-ipa-cp,2.09900000000000000000
-fno-ipa-cp-clone,2.10250000000000000000
-fno-ipa-profile,2.09870000000000000000
-fno-ipa-pure-const,2.09900000000000000000
-fno-ipa-reference,2.11530000000000000000
-fno-ipa-sra,2.10220000000000000000
-fno-ira-hoist-pressure,2.09870000000000000000
-fno-ivopts,2.09890000000000000000
-fno-jump-tables,2.09860000000000000000
-fno-math-errno,2.09890000000000000000
-fno-merge-constants,2.09920000000000000000
-fno-move-loop-invariants,2.09890000000000000000
-fno-optimize-register-move,2.09910000000000000000
-fno-optimize-sibling-calls,2.09860000000000000000
-fno-optimize-strlen,2.09890000000000000000
-fno-peephole,2.09880000000000000000
-fno-peephole2,2.10310000000000000000
-fno-predictive-commoning,2.09890000000000000000
-fno-prefetch-loop-arrays,2.09860000000000000000
-fno-regmove,2.09850000000000000000
-fno-rename-registers,2.09860000000000000000
-fno-reorder-blocks,2.13700000000000000000
-fno-reorder-functions,2.09860000000000000000
-fno-rerun-cse-after-loop,2.09870000000000000000
-fno-rtti,2.09880000000000000000
-fno-sched-critical-path-heuristic,2.30260000000000000000
-fno-sched-dep-count-heuristic,2.09860000000000000000
-fno-sched-group-heuristic,2.11520000000000000000
-fno-sched-interblock,2.09860000000000000000
-fno-sched-last-insn-heuristic,2.13150000000000000000
-fno-sched-rank-heuristic,2.09860000000000000000
-fno-sched-spec,2.09890000000000000000
-fno-sched-spec-insn-heuristic,2.09860000000000000000
-fno-sched-stalled-insns-dep,2.09850000000000000000
-fno-schedule-insns2,2.24070000000000000000
-fno-short-enums,2.10000000000000000000
-fno-shrink-wrap,2.09880000000000000000
-fno-signed-zeros,2.09920000000000000000
-fno-split-ivs-in-unroller,2.09890000000000000000
-fno-split-wide-types,2.09860000000000000000
-fno-strict-aliasing,2.12820000000000000000
-fno-thread-jumps,2.10180000000000000000
-fno-threadsafe-statics,2.09860000000000000000
-fno-toplevel-reorder,2.09880000000000000000
-fno-trapping-math,2.10210000000000000000
-fno-tree-bit-ccp,2.09850000000000000000
-fno-tree-builtin-call-dce,2.09910000000000000000
-fno-tree-ccp,2.09880000000000000000
-fno-tree-ch,2.15110000000000000000
-fno-tree-coalesce-vars,2.09890000000000000000
-fno-tree-copy-prop,2.09870000000000000000
-fno-tree-copyrename,2.09870000000000000000
-fno-tree-cselim,2.10520000000000000000
-fno-tree-dce,2.16410000000000000000
-fno-tree-dominator-opts,2.09860000000000000000
-fno-tree-dse,2.13140000000000000000
-fno-tree-forwprop,2.10140000000000000000
-fno-tree-fre,2.06910000000000000000
-fno-tree-loop-distribute-patterns,2.10200000000000000000
-fno-tree-loop-if-convert,2.09860000000000000000
-fno-tree-loop-im,2.09890000000000000000
-fno-tree-loop-ivcanon,2.09870000000000000000
-fno-tree-loop-optimize,2.06570000000000000000
-fno-tree-partial-pre,2.09870000000000000000
-fno-tree-phiprop,2.09900000000000000000
-fno-tree-pre,2.06560000000000000000
-fno-tree-pta,2.08230000000000000000
-fno-tree-reassoc,2.09860000000000000000
-fno-tree-scev-cprop,2.09860000000000000000
-fno-tree-sink,2.13640000000000000000
-fno-tree-slp-vectorize,2.10210000000000000000
-fno-tree-slsr,2.09860000000000000000
-fno-tree-sra,2.09890000000000000000
-fno-tree-switch-conversion,2.10190000000000000000
-fno-tree-tail-merge,2.09870000000000000000
-fno-tree-ter,2.09910000000000000000
-fno-tree-vect-loop-version,2.09860000000000000000
-fno-tree-vectorize,2.09850000000000000000
-fno-tree-vrp,2.11170000000000000000
-fno-unit-at-a-time,2.10200000000000000000
-fno-unswitch-loops,2.08220000000000000000
-fno-var-tracking,2.09860000000000000000
-fno-var-tracking-assignments,2.09860000000000000000
-fno-vect-cost-model,2.09870000000000000000
-fno-web,2.09860000000000000000
